2016-06-04T09:53:45.530902
E0:43:DB	Shenzhen ViewAt Technology Co.,Ltd.
00:13:87	27M Technologies AB
00:13:6F	PacketMotion, Inc.
00:13:75	American Security Products Co.
00:13:63	Verascape, Inc.
00:12:FA	THX LTD
00:13:01	IronGate S.L.
00:13:07	Paravirtual Corporation
00:12:F5	Imarda New Zealand Limited
00:12:EB	PDH Solutions, LLC
00:12:DE	Radio Components Sweden AB
00:12:DD	Shengqu Information Technology (Shanghai) Co., Ltd.
00:12:E4	ZIEHL industrie-electronik GmbH + Co KG
00:12:AF	ELPRO Technologies
00:12:A8	intec GmbH
00:12:A2	VITA
00:12:A1	BluePacket Communications Co., Ltd.
00:12:9C	Yulinet
00:12:90	KYOWA Electric & Machinery Corp.
00:12:95	Aiware Inc.
00:13:2A	Sitronics Telecom Solutions
00:13:31	CellPoint Connect
00:13:36	Tianjin 712 Communication Broadcasting co., ltd.
00:13:24	Schneider Electric Ultra Terminal
00:13:14	Asiamajor Inc.
00:13:19	Cisco Systems, Inc
00:13:1A	Cisco Systems, Inc
00:13:0D	GALILEO AVIONICA
00:13:08	Nuvera Fuel Cells
00:12:2F	Sanei Electric Inc.
00:12:35	Andrew Corporation
00:12:2B	Virbiage Pty Ltd
00:12:12	PLUS  Corporation
00:12:19	Ahead Communication Systems Inc
00:12:D8	International Games System Co., Ltd.
00:12:CB	CSS Inc.
00:12:C5	V-Show  Technology (China) Co.,Ltd
00:12:CC	Bitatek CO., LTD
00:12:B4	Work Microwave GmbH
00:12:BB	Telecommunications Industry Association TR-41 Committee
00:12:06	iQuest (NZ) Ltd
00:12:0B	Chinasys Technologies Limited
00:12:0C	CE-Infosys Pte Ltd
00:11:FF	Digitro Tecnologia Ltda
00:11:FA	Rane Corporation
00:11:F0	Wideful Limited
00:11:EF	Conitec Datensysteme GmbH
00:11:E9	STARNEX CO., LTD.
00:11:87	Category Solutions, Inc
00:11:82	IMI Norgren Ltd
00:11:81	InterEnergy Co.Ltd,
00:11:7B	Büchi  Labortechnik AG
00:11:6F	Netforyou Co., LTD.
00:11:68	HomeLogic LLC
00:11:5E	ProMinent Dosiertechnik GmbH
00:11:57	Oki Electric Industry Co., Ltd.
00:0F:B2	Broadband Pacenet (India) Pvt. Ltd.
00:0F:A5	BWA Technology GmbH
00:0F:B1	Cognio Inc.
00:0F:AC	IEEE 802.11
00:0F:9C	Panduit Corp
00:0F:A0	CANON KOREA BUSINESS SOLUTIONS INC.
00:0F:97	Avanex Corporation
00:0F:8A	WideView
00:0F:89	Winnertec System Co., Ltd.
00:0F:90	Cisco Systems, Inc
00:0F:D7	Harman Music Group
00:0F:D1	Applied Wireless Identifications Group, Inc.
00:0F:D2	EWA Technologies, Inc.
00:0F:C4	NST co.,LTD.
00:0F:CB	3Com Ltd
00:0F:BF	DGT Sp. z o.o.
00:0F:B8	CallURL Inc.
00:11:DD	FROMUS TEC. Co., Ltd.
00:11:E2	Hua Jung Components Co., Ltd.
00:11:CF	Thrane & Thrane A/S
00:11:D6	HandEra, Inc.
00:11:D0	Tandberg Data ASA
00:11:CA	Long Range Systems, Inc.
00:11:C3	Transceiving System Technology Corporation
00:11:B7	Octalix B.V.
00:11:BE	AGP Telecom Co. Ltd
00:11:BD	Bombardier Transportation
00:11:05	Sunplus Technology Co., Ltd.
00:11:0C	Atmark Techno, Inc.
00:0F:F9	Valcretec, Inc.
00:0F:FA	Optinel Systems, Inc.
00:0F:FF	Control4
00:0F:F1	nex-G Systems Pte.Ltd
00:0F:E4	Pantech Co.,Ltd
00:0F:EA	Giga-Byte Technology Co.,LTD.
00:0F:E3	Damm Cellular Systems A/S
00:11:AB	TRUSTABLE TECHNOLOGY CO.,LTD.
00:11:B0	Fortelink Inc.
00:11:A4	JStream Technologies Inc.
00:11:98	Prism Media Products Limited
00:11:9D	Diginfo Technology Corporation
00:11:9E	Solectron Brazil
00:11:8E	Halytech Mace
00:11:93	Cisco Systems, Inc
00:11:52	Eidsvoll Electronics AS
00:11:4F	US Digital Television, Inc
00:11:49	Proliphix Inc.
00:11:42	e-SMARTCOM  INC.
00:11:3D	KN SOLTEC CO.,LTD.
00:11:3C	Micronas GmbH
00:11:36	Goodrich Sensor Systems
00:11:2C	IZT GmbH
00:11:30	Allied Telesis (Hong Kong) Ltd.
00:11:1E	EPSG (Ethernet Powerlink Standardization Group)
00:11:1F	Doremi Labs, Inc.
00:11:12	Honeywell CMSS
00:11:18	BLX IC Design Corp., Ltd.
00:0F:58	Adder Technology Limited
00:0F:52	YORK Refrigeration, Marine & Controls
00:0F:57	CABLELOGIC Co., Ltd.
00:0F:45	Stretch, Inc.
00:0F:46	SINAR AG
00:0F:4B	Oracle Corporation
00:0F:37	Xambala Incorporated
00:0F:3F	Big Bear Networks
00:0F:3B	Fuji System Machines Co., Ltd.
00:0F:31	Allied Vision Technologies Canada Inc
00:0F:32	Lootom Telcovideo Network Wuxi Co Ltd
00:0F:2B	GREENBELL SYSTEMS
00:0E:98	HME Clear-Com LTD.
00:0E:93	Milénio 3 Sistemas Electrónicos, Lda.
00:0E:8C	Siemens AG A&D ET
00:0E:86	Alcatel North America
00:0E:80	Thomson Technology Inc
00:0E:85	Catalyst Enterprises, Inc.
00:0E:74	Solar Telecom. Tech
00:0E:79	Ample Communications Inc.
00:0F:24	Cisco Systems, Inc
00:0F:12	Panasonic Europe Ltd.
00:0F:18	Industrial Control Systems
00:0F:11	Prodrive B.V.
00:0F:0C	SYNCHRONIC ENGINEERING
00:0E:FF	Megasolution,Inc.
00:0F:00	Legra Systems, Inc.
00:0F:05	3B SYSTEM INC.
00:0F:7D	Xirrus
00:0F:84	Astute Networks, Inc.
00:0F:77	DENTUM CO.,LTD
00:0F:71	Sanmei Electronics Co.,Ltd
00:0F:78	Datacap Systems Inc
00:0F:65	icube Corp.
00:0F:5E	Veo
00:0E:71	Gemstar Technology Development Ltd.
00:0E:6C	Device Drivers Limited
00:0E:65	TransCore
00:0E:5F	activ-net GmbH & Co. KG
00:0E:60	360SUN Digital Broadband Corporation
00:0E:52	Optium Corporation
00:0E:46	Niigata Seimitsu Co.,Ltd.
00:0E:4D	Numesa Inc.
00:0E:3F	Soronti, Inc.
00:0E:C5	Digital Multitools Inc
00:0E:B8	Iiga co.,Ltd
00:0E:B7	Knovative, Inc.
00:0E:BE	B&B Electronics Manufacturing Co.
00:0E:B2	Micro-Research Finland Oy
00:0E:AB	Cray Inc
00:0E:A5	BLIP Systems
00:0E:9F	TEMIC SDS GmbH
00:0E:0A	SAKUMA DESIGN OFFICE
00:0E:12	Adaptive Micro Systems Inc.
00:0E:04	CMA/Microdialysis AB
00:0D:F7	Space Dynamics Lab
00:0D:FE	Hauppauge Computer Works, Inc.
00:0D:F1	IONIX INC.
00:0D:EB	CompXs Limited
00:0D:F2	Private
00:0D:E4	DIGINICS, Inc.
00:0E:F9	REA Elektronik GmbH
00:0E:F2	Infinico Corporation
00:0E:E0	Mcharge
00:0E:DF	PLX Technology
00:0E:E6	Adimos Systems LTD
00:0E:CA	WTSS Inc
00:0E:D1	Osaka Micro Computer.
00:0E:DA	C-TECH UNITED CORP.
00:0E:D6	Cisco Systems, Inc
00:0E:37	Harms & Wende GmbH & Co.KG
00:0E:38	Cisco Systems, Inc
00:0E:31	Olympus Soft Imaging Solutions GmbH
00:0E:2A	Private
00:0E:25	Hannae Technology Co., Ltd
00:0E:18	MyA Technology
00:0E:17	Private
00:0E:0E	ESA elettronica S.P.A.
00:0C:7E	Tellium Incorporated
00:0C:86	Cisco Systems, Inc
00:0C:81	Schneider Electric (Australia)
00:0C:72	Tempearl Industrial Co., Ltd.
00:0C:79	Extel Communications P/L
00:0C:66	Pronto Networks Inc
00:0C:6B	Kurz Industrie-Elektronik GmbH
00:0C:6D	Edwards Ltd.
00:0D:DF	Japan Image & Network Inc.
00:0D:D2	Simrad Optronics ASA
00:0D:D1	Stryker Corporation
00:0D:D8	BBN
00:0D:CC	NEOSMART Corp.
00:0D:BF	TekTone Sound & Signal Mfg., Inc.
00:0D:C0	Spagat AS
00:0D:C5	EchoStar Global B.V.
00:0D:B9	PC Engines GmbH
00:0D:8C	Shanghai Wedone Digital Ltd. CO.
00:0D:8B	T&D Corporation
00:0D:85	Tapwave, Inc.
00:0D:86	Huber + Suhner AG
00:0D:7E	Axiowave Networks, Inc.
00:0D:78	Engineering & Security
00:0D:77	FalconStor Software
00:0D:6B	Mita-Teknik A/S
00:0D:65	Cisco Systems, Inc
00:0D:5F	Minds Inc
00:0D:66	Cisco Systems, Inc
00:0C:B1	Salland Engineering (Europe) BV
00:0C:B7	Nanjing Huazhuo Electronics Co., Ltd.
00:0C:BE	Innominate Security Technologies AG
00:0C:C3	BeWAN systems
00:0C:B2	UNION co., ltd.
00:0C:A5	Naman NZ LTd
00:0C:AC	Citizen Watch Co., Ltd.
00:0C:94	United Electronic Industries, Inc. (EUI)
00:0C:99	HITEL LINK Co.,Ltd
00:0C:A0	StorCase Technology, Inc.
00:0C:8D	MATRIX VISION GmbH
00:0C:92	WolfVision Gmbh
00:0D:32	DispenseSource, Inc.
00:0D:31	Compellent Technologies, Inc.
00:0D:2C	Patapsco Designs Ltd
00:0D:25	SANDEN CORPORATION
00:0D:1F	AV Digital
00:0D:19	ROBE Show lighting
00:0D:20	ASAHIKASEI TECHNOSYSTEM CO.,LTD.
00:0D:0D	ITSupported, LLC
00:0D:12	AXELL Corporation
00:0D:B2	Ammasso, Inc.
00:0D:AD	Dataprobe, Inc.
00:0D:9E	TOKUDEN OHIZUMI SEISAKUSYO Co.,Ltd.
00:0D:A5	Fabric7 Systems, Inc
00:0D:99	Orbital Sciences Corp.; Launch Systems Group
00:0D:58	Private
00:0D:4C	Outline Electronics Ltd.
00:0D:53	Beijing 5w Communication Corp.
00:0D:3F	VTI Instruments Corporation
00:0D:44	Audio BU - Logitech
00:0D:38	NISSIN INC.
00:0C:D1	SFOM Technology Corp.
00:0C:D6	PARTNER TECH
00:0C:DD	AOS technologies AG
00:0C:CA	HGST a Western Digital Company
00:0C:C4	Tiptel AG
00:0D:00	Seaway Networks Inc.
00:0D:06	Compulogic Limited
00:0C:FA	Digital Systems Corp
00:0C:FF	MRO-TEK LIMITED
00:0C:ED	Real Digital Media
00:0C:EE	jp-embedded
00:0C:F3	CALL IMAGE SA
00:0C:E7	MediaTek Inc.
00:0C:E3	Option International N.V.
00:0B:01	DAIICHI ELECTRONICS CO., LTD.
00:0A:F0	SHIN-OH ELECTRONICS CO., LTD. R&D
00:0A:F5	Airgo Networks, Inc.
00:0A:EC	Koatsu Gas Kogyo Co., Ltd.
00:0A:E5	ScottCare Corporation
00:0A:E7	ELIOP S.A.
00:0A:E0	Fujitsu Softek
00:0A:C8	ZPSYS CO.,LTD. (Planning&Management)
00:0A:CD	Sunrich Technology Limited
00:0A:D4	CoreBell Systems Inc.
00:0B:5E	Audio Engineering Society Inc.
00:0B:63	Kaleidescape
00:0B:55	ADInstruments
00:0B:5A	HyperEdge
00:0B:52	JOYMAX ELECTRONICS CO. LTD.
00:0B:4D	Emuzed
00:0B:41	Ing. Büro Dr. Beutlhauser
00:0B:46	Cisco Systems, Inc
00:0B:33	Vivato Technologies
00:0B:3A	QuStream Corporation
00:0B:3F	Anthology Solutions Inc.
00:0B:95	eBet Gaming Systems Pty Ltd
00:0B:8F	AKITA ELECTRONICS SYSTEMS CO.,LTD.
00:0B:89	Top Global Technology, Ltd.
00:0B:8E	Ascent Corporation
00:0B:90	ADVA Optical Networking Ltd.
00:0B:7D	SOLOMON EXTREME INTERNATIONAL LTD.
00:0B:82	Grandstream Networks, Inc.
00:0B:6F	Media Streaming Networks Inc
00:0B:76	ET&T Technology Co. Ltd.
00:0A:C1	Futuretel
00:0A:C6	Overture Networks.
00:0A:AE	Rosemount Process Analytical
00:0A:B3	Fa. GIRA
00:0A:B5	Digital Electronic Network
00:0A:BA	Arcon Technology Limited
00:0A:A2	SYSTEK INC.
00:0A:A7	FEI Electron Optics
00:0A:8F	Aska International Inc.
00:0A:94	ShangHai cellink CO., LTD
00:0C:4E	Winbest Technology CO,LT
00:0C:53	Private
00:0C:5A	IBSmm Embedded Electronics Consulting
00:0C:5F	Avtec, Inc.
00:0C:47	SK Teletech(R&D Planning Team)
00:0C:4C	Arcor AG&Co.
00:0C:3E	Crest Audio
00:0C:37	Geomation, Inc.
00:0C:2D	FullWave Technology Co., Ltd.
00:0C:1A	Quest Technical Solutions Inc.
00:0C:1E	Global Cache
00:0C:23	Beijing Lanchuan Tech. Co., Ltd.
00:0C:0E	XtremeSpectrum, Inc.
00:0C:15	CyberPower Systems, Inc.
00:0C:09	Hitachi IE Systems Co., Ltd
00:0B:D3	cd3o
00:0B:C7	ICET S.p.A.
00:0B:CE	Free2move AB
00:0B:C2	Corinex Communication Corp.
00:0B:BB	Etin Systems Co., Ltd
00:0B:C0	China IWNComm Co., Ltd.
00:0B:AF	WOOJU COMMUNICATIONS Co,.Ltd
00:0B:B4	RDC Semiconductor Inc.,
00:0B:A5	Quasar Cipta Mandiri, PT
00:0B:AA	Aiphone co.,Ltd
00:0B:9E	Yasing Technology Corp.
00:0B:27	Scion Corporation
00:0B:2E	Cal-Comp Electronics (Thailand) Public Company Limited Taipe
00:0B:1B	Systronix, Inc.
00:0B:20	Hirata corporation
00:0B:22	Environmental Systems and Services
00:0B:14	ViewSonic Corporation
00:0B:0D	Air2U, Inc.
00:0B:0F	Bosch Rexroth
00:0B:08	Pillar Data Systems
00:0A:FC	Core Tec Communications, LLC
00:0B:F6	Nitgen Co., Ltd
00:0B:FB	D-NET International Corporation
00:0C:02	ABB Oy
00:0B:EA	Zultys Technologies
00:0B:EF	Code Corporation
00:0B:E3	Key Stream Co., Ltd.
00:0B:E8	AOIP
00:0B:E9	Actel Corporation
00:0B:D7	DORMA Time + Access GmbH
00:0B:DC	AKCP
00:09:94	Cronyx Engineering
00:09:99	CP GEORGES RENAULT
00:09:87	NISHI NIPPON ELECTRIC WIRE & CABLE CO.,LTD.
00:09:88	Nudian Electron Co., Ltd.
00:09:8D	Velocity Semiconductor
00:09:81	Newport Networks
00:09:75	fSONA Communications Corporation
00:09:7A	Louis Design Labs.
00:09:68	TECHNOVENTURE, INC.
00:09:62	Sonitor Technologies AS
00:0A:9B	TB Group Inc
00:0A:9A	Aiptek International Inc
00:0A:80	Telkonet Inc.
00:0A:82	TATSUTA SYSTEM ELECTRONICS CO.,LTD.
00:0A:87	Integrated Micromachines Inc.
00:0A:7B	Cornelius Consult
00:0A:6D	EKS Elektronikservice GmbH
00:0A:6F	ZyFLEX Technologies Inc
00:0A:74	Manticom Networks Inc.
00:0A:61	Cellinx Systems Inc.
00:09:C3	NETAS
00:09:B9	Action Imaging Solutions
00:09:BA	MAKU Informationstechik GmbH
00:09:AC	LANVOICE
00:09:B3	MCM Systems Ltd
00:09:A7	Bang & Olufsen A/S
00:09:9A	ELMO COMPANY, LIMITED
00:09:A0	Microtechno Corporation
00:09:ED	CipherOptics
00:09:F2	Cohu, Inc., Electronics Division
00:09:E6	Cyber Switching Inc.
00:09:E0	XEMICS S.A.
00:09:DA	Control Module Inc.
00:09:DF	Vestel Komunikasyon Sanayi ve Ticaret A.S.
00:09:CD	HUDSON SOFT CO.,LTD.
00:09:C7	Movistec
00:09:CE	SpaceBridge Semiconductor Corp.
00:09:D3	Western DataCom Co., Inc.
00:09:01	Shenzhen Shixuntong Information & Technoligy Co
00:08:FC	Gigaphoton Inc.
00:08:F9	Artesyn Embedded Technologies
00:08:F4	Bluetake Technology Co., Ltd.
00:08:EB	ROMWin Co.,Ltd.
00:08:E4	Envenergy Inc
00:08:DF	Alistel Inc.
00:08:D8	Dowkey Microwave
00:08:D2	ZOOM Networks Inc.
00:08:CC	Remotec, Inc.
00:08:D1	KAREL INC.
00:09:67	Tachyon, Inc
00:09:6E	GIANT ELECTRONICS LTD.
00:09:5E	Masstech Group Inc.
00:09:59	Sitecsoft
00:09:4D	Braintree Communications Pty Ltd
00:09:52	Auerswald GmbH & Co. KG
00:09:46	Cluster Labs GmbH
00:09:40	AGFEO GmbH & Co. KG
00:09:3F	Double-Win Enterpirse CO., LTD
00:09:3A	Molex Fiber Optics
00:09:33	Ophit Co.Ltd.
00:0A:5C	Carel s.p.a.
00:0A:50	REMOTEK CORPORATION
00:0A:55	MARKEM Corporation
00:0A:4E	UNITEK Electronics INC.
00:0A:42	Cisco Systems, Inc
00:0A:49	F5 Networks, Inc.
00:0A:36	Synelec Telecom Multimedia
00:0A:3B	GCT Semiconductor, Inc
00:0A:3D	Elo Sistemas Eletronicos S.A.
00:0A:2F	Artnix Inc.
00:09:27	TOYOKEIKI CO.,LTD.
00:09:2E	B&Tech System Inc.
00:09:20	EpoX COMPUTER CO.,LTD.
00:09:1B	Digital Generation Inc.
00:09:14	COMPUTROLS INC.
00:09:0E	Helix Technology Inc.
00:09:08	VTech Technology Corp.
00:09:0D	LEADER ELECTRONICS CORP.
00:0A:20	SVA Networks, Inc.
00:0A:25	CERAGON NETWORKS
00:0A:14	TECO a.s.
00:0A:19	Valere Power, Inc.
00:0A:0D	FCI Deutschland GmbH
00:0A:12	Azylex Technology, Inc
00:09:F9	ART JAPAN CO., LTD.
00:09:FC	IPFLEX Inc.
00:0A:03	ENDESA SERVICIOS, S.L.
00:06:F4	Prime Electronics & Satellitics Inc.
00:07:05	Endress & Hauser GmbH & Co
00:06:F8	The Boeing Company
00:06:FF	Sheba Systems Co., Ltd.
00:06:FD	Comjet Information Systems Corp.
00:06:E7	Bit Blitz Communications Inc.
00:06:ED	Inara Networks
00:06:DC	Syabas Technology (Amquest)
00:06:E1	Techno Trade s.a
00:06:E6	DongYang Telecom Co., Ltd.
00:06:CF	Thales Avionics In-Flight Systems, LLC
00:06:D6	Cisco Systems, Inc
00:06:D5	Diamond Systems Corp.
00:06:C9	Technical Marketing Research, Inc.
00:07:B1	Equator Technologies
00:07:B8	Corvalent Corporation
00:07:B2	Transaccess S.A.
00:07:A4	GN Netcom Ltd.
00:07:AA	Quantum Data Inc.
00:07:9D	Musashi Co., Ltd.
00:07:9E	Ilinx Co., Ltd.
00:07:74	GuangZhou Thinker Technology Co. Ltd.
00:07:91	International Data Communications, Inc.
00:07:98	Selea SRL
00:07:97	Netpower Co., Ltd.
00:07:8B	Wegener Communications, Inc.
00:07:85	Cisco Systems, Inc
00:07:7B	Millimetrix Broadband Networks
00:08:56	Gamatronic Electronic Industries Ltd.
00:08:2D	Indus Teqsite Private Limited
00:08:21	Cisco Systems, Inc
00:08:14	TIL Technologies
00:08:1A	Sanrad Intelligence Storage Communications (2000) Ltd.
00:08:0F	Proximion Fiber Optics AB
00:08:09	Systemonic AG
00:08:03	Cos Tron
00:07:FF	Gluon Networks
00:07:F9	Sensaphone
00:08:94	InnoVISION Multimedia Ltd.
00:08:8F	ADVANCED DIGITAL TECHNOLOGY
00:08:88	OULLIM Information Technology Inc,.
00:08:82	SIGMA CORPORATION
00:08:7C	Cisco Systems, Inc
00:08:75	Acorp Electronics Corp.
00:08:70	Rasvia Systems, Inc.
00:08:6F	Resources Computer Network Ltd.
00:08:69	Command-e Technology Co.,Ltd.
00:08:63	Entrisphere Inc.
00:08:5D	Aastra
00:08:62	NEC Eluminant Technologies, Inc.
00:08:50	Arizona Instrument Corp.
00:07:38	Young Technology Co., Ltd.
00:07:3F	Woojyun Systec Co., Ltd.
00:07:2C	Fabricom
00:07:33	DANCONTROL Engineering
00:07:32	AAEON Technology Inc.
00:07:16	J & S Marine Ltd.
00:07:1B	CDVI Americas Ltd
00:07:22	The Nielsen Company
00:07:1C	AT&T Fixed Wireless Services
00:07:0A	Unicom Automation Co., Ltd.
00:07:0F	Fujant, Inc.
00:07:09	Westerstrand Urfabrik AB
00:07:02	Varian Medical Systems
00:06:F3	AcceLight Networks
00:06:C3	Schindler Elevator Ltd.
00:06:C8	Sumitomo Metal Micro Devices, Inc.
00:06:BF	Accella Technologies Co., Ltd.
00:06:B9	A5TEK Corp.
00:06:B2	Linxtek Co.
00:06:AC	Intersoft Co.
00:06:A6	Artistic Licence Engineering Ltd
00:06:A2	Microtune, Inc.
00:06:95	Ensure Technologies, Inc.
00:06:9C	Transmode Systems AB
00:06:96	Advent Networks
00:07:F3	Thinkengine Networks
00:07:EC	Cisco Systems, Inc
00:07:F2	IOA Corporation
00:07:E6	edgeflow Canada Inc.
00:07:E0	Palm Inc.
00:07:D9	Splicecom
00:07:DA	Neuro Telecom Co., Ltd.
00:07:D3	SPGPrints B.V.
00:07:CA	Creatix Polymedia Ges Fur Kommunikaitonssysteme
00:07:C4	JEAN Co. Ltd.
00:07:BE	DataLogic SpA
00:07:7E	Elrest GmbH
00:07:6F	Synoptics Limited
00:07:6E	Sinetica Corporation Limited
00:07:6A	NEXTEYE Co., Ltd.
00:07:5E	Ametek Power Instruments
00:07:65	Jade Quantum Technologies, Inc.
00:07:64	YoungWoo Telecom Co. Ltd.
00:07:57	Topcall International AG
00:07:58	Dragonwave
00:07:52	Rhythm Watch Co., Ltd.
00:07:4B	Daihen Corporation
00:07:45	Radlan Computer Communications Ltd.
00:08:C2	Cisco Systems, Inc
00:08:BB	NetExcell
00:08:B5	TAI GUEN ENTERPRISE CO., LTD
00:08:B6	RouteFree, Inc.
00:08:AF	Novatec Corporation
00:08:A9	SangSang Technology, Inc.
00:08:A8	Systec Co., Ltd.
00:08:A3	Cisco Systems, Inc
00:08:9C	Elecs Industry Co., Ltd.
00:06:90	Euracom Communication GmbH
00:06:8F	Telemonitor, Inc.
00:06:89	yLez Technologies Pte Ltd
00:06:83	Bravara Communications, Inc.
00:D0:B9	MICROTEK INTERNATIONAL, INC.
00:06:7D	Takasago Ltd.
00:06:75	Banderacom, Inc.
00:06:79	Konami Corporation
00:06:63	Human Technology Co., Ltd.
00:06:6F	Korea Data Systems
00:06:62	MBM Technology Ltd.
00:06:69	Datasound Laboratories Ltd
00:05:5A	Power Dsine Ltd.
00:06:5C	Malachite Technologies, Inc.
00:06:10	Abeona Networks Inc
00:06:16	Tel Net Co., Ltd.
00:06:0A	Blue2space
00:06:04	@Track Communications, Inc.
00:CB:BD	Cambridge Broadband Networks Ltd.
00:06:03	Baker Hughes Inc.
A0:6A:00	Verilink Corporation
00:05:EE	Siemens AB, Infrastructure & Cities, Building Technologies Division, IC BT SSP SP BA PR
00:05:F5	Geospace Technologies
00:06:01	Otanikeiki Co., Ltd.
00:05:E8	TurboWave, Inc.
00:05:F4	System Base Co., Ltd.
00:05:FB	ShareGate, Inc.
00:05:DB	PSI Nentec GmbH
00:05:DF	Electronic Innovation, Inc.
00:05:CF	Thunder River Technologies, Inc.
00:05:C9	LG Innotek Co., Ltd.
00:05:D5	Speedcom Wireless
00:05:BC	Resource Data Management Ltd
00:05:C2	Soronti, Inc.
00:05:B0	Korea Computer Technology Co., Ltd.
00:05:9C	Kleinknecht GmbH, Ing. Büro
00:05:B6	INSYS Microelectronics GmbH
00:05:A2	CELOX Networks
00:05:AC	Northern Digital, Inc.
00:04:E5	Glonet Systems, Inc.
00:04:D9	Titan Electronics, Inc.
00:04:D3	Toyokeiki Co., Ltd.
00:04:CC	Peek Traffic B.V.
00:04:C0	Cisco Systems, Inc
00:04:B9	S.I. Soubou, Inc.
00:04:BA	KDD Media Will Corporation
00:04:AF	Digital Fountain, Inc.
00:04:B4	CIAC
00:04:B3	Videotek, Inc.
00:04:A6	SAF Tehnika Ltd.
00:04:A0	Verity Instruments, Inc.
00:05:0C	Network Photonics, Inc.
00:05:12	Zebra Technologies Inc
00:05:06	Reddo Networks AB
00:04:FC	Stratus Computer (DE), Inc.
00:04:F6	Amphus
00:04:F5	SnowShore Networks, Inc.
00:04:E9	Infiniswitch Corporation
00:04:F0	International Computers, Ltd
00:04:EF	Polestar Corp.
00:04:DF	Teracom Telematica Ltda.
00:05:53	DVC Company, Inc.
00:05:48	Disco Corporation
00:05:4D	Brans Technologies, Inc.
00:05:42	Otari, Inc.
00:05:3C	XIRCOM
00:05:2F	Leviton Network Solutions
00:05:3B	Harbour Networks Ltd., Co. Beijing
00:05:35	Chip PC Ltd.
00:05:29	Shanghai Broadan Communication Technology Co., Ltd
00:05:23	AVL List GmbH
00:05:22	LEA*D Corporation, Inc.
00:05:1C	Xnet Technology Corp.
00:05:16	SMART Modular Technologies
00:06:50	Tiburon Networks, Inc.
00:06:56	Tactel AB
00:06:2D	TouchStar Technologies, L.L.C.
00:06:49	3M Deutschland GmbH
00:06:43	SONO Computer Co., Ltd.
00:06:4A	Honeywell Co., Ltd. (KOREA)
00:06:3F	Everex Communications Inc.
00:06:39	Newtec
00:06:33	Cross Match Technologies GmbH
00:06:26	MWE GmbH
00:06:1D	MIP Telecom, Inc.
00:06:23	MGE UPS Systems France
00:05:89	National Datacomputer
00:05:95	Alesis Corporation
00:05:8F	CLCsoft co.
00:05:96	Genotech Co., Ltd.
00:05:7D	Sun Communications, Inc.
00:05:7C	RCO Security AB
00:05:83	ImageCom Limited
00:05:73	Cisco Systems, Inc
00:05:72	Deonet Co., Ltd.
00:05:6C	Hung Chang Co., Ltd.
00:05:66	Secui.com Corporation
00:05:60	LEADER COMM.CO., LTD
00:05:59	Intracom S.A.
00:04:A5	Barco Projection Systems NV
00:04:99	Chino Corporation
00:04:8D	Teo Technologies, Inc
00:04:93	Tsinghua Unisplendour Co., Ltd.
00:04:84	Amann GmbH
00:04:8A	Temia Vertriebs GmbH
00:04:7A	AXXESSIT ASA
00:04:74	LEGRAND
00:04:6E	Cisco Systems, Inc
00:04:73	Photonex Corporation
00:04:67	Wuhan Research Institute of MII
00:04:61	EPOX Computer Co., Ltd.
00:03:D9	Secheron SA
00:03:D2	Crossbeam Systems, Inc.
00:03:CD	Clovertech, Inc.
00:03:CA	MTS Systems Corp.
00:03:C6	ICUE Systems, Inc.
00:03:BF	Centerpoint Broadband Technologies, Inc.
00:03:BA	Oracle Corporation
00:03:AF	Paragea Communications
00:03:B4	Macrotek International Corp.
00:03:AC	Fronius Schweissmaschinen
00:03:A8	IDOT Computers, Inc.
00:03:A1	HIPER Information & Communication, Inc.
00:03:99	Dongju Informations & Communications Co., Ltd.
00:03:9C	OptiMight Communications, Inc.
00:03:90	Digital Video Communications, Inc.
00:03:95	California Amplifier
00:03:80	SSH Communications Security Corp.
00:03:74	Control Microsystems
00:02:F0	AME Optimedia Technology Co., Ltd.
00:03:79	Proscend Communications, Inc.
00:03:71	Acomz Networks Corp.
00:03:6D	Runtop, Inc.
00:02:E3	LITE-ON Communications, Inc.
00:02:DE	Astrodesign, Inc.
00:02:DB	NETSEC
00:02:D7	EMPEG Ltd
00:02:D2	Workstation AG
00:02:23	ClickTV
00:02:CB	TriState Ltd.
00:02:C4	Vector International BVBA
00:02:BF	dotRocket, Inc.
00:02:BB	Continuous Computing Corp
00:02:BC	LVL 7 Systems, Inc.
00:02:B6	Acrosser Technology Co., Ltd.
00:02:AF	TeleCruz Technology, Inc.
00:02:AA	PLcom Co., Ltd.
00:04:5B	Techsan Electronics Co., Ltd.
00:04:4E	Cisco Systems, Inc
00:04:4F	Schubert System Elektronik Gmbh
00:04:54	Quadriga UK
00:04:45	LMS Skalar Instruments GmbH
00:04:4A	iPolicy Networks, Inc.
00:04:44	Western Multiplex Corporation
00:04:3E	Telencomm
00:04:32	Voyetra Turtle Beach, Inc.
00:04:37	Powin Information Technology, Inc.
00:04:2B	IT Access Co., Ltd.
00:03:61	Widcomm, Inc.
00:03:5A	Photron Limited
00:03:55	TeraBeam Internet Systems
00:03:53	Mitac, Inc.
00:03:4F	Sur-Gard Security
00:03:4A	RIAS Corporation
00:03:46	Hitachi Kokusai Electric, Inc.
00:03:44	Tietech.Co., Ltd.
00:03:43	Martin Professional A/S
00:03:34	Newport Electronics
